User/Vedio,Yaw,Pitch,Roll,Time(s)
,0.00179522,-9.31742759,5.98880686,0.100162931
Vedio-1,0.00336128,-9.31454733,5.9871494,0.134121911
,0.00598218,-9.3099783,5.98466145,0.170558711
,0.00921783,-9.3041889,5.98160773,0.200879801
,0.0139827,-9.2960195,5.9770957,0.237149251
,0.0185423,-9.2886013,5.9728601,0.268522081
,0.0237347,-9.2798302,5.9681315,0.303239431
,0.028572,-9.2715355,5.9636961,0.335192431
,0.0340732,-9.2626298,5.9588325,0.369418831
,0.0396292,-9.2542929,5.9543646,0.400794501
,0.0465848,-9.2448706,5.9493212,0.436515121
,0.0531546,-9.2369449,5.9448954,0.467165221
,0.0615762,-9.2276227,5.9396437,0.502918351
,0.0695762,-9.219612,5.9349152,0.533611781
,0.0803263,-9.210181,5.92884,0.568716311
,0.0929927,-9.200541,5.9221823,0.600310661
,0.113542,-9.187356,5.9121547,0.635291151
,0.141893,-9.172578,5.8998263,0.666854141
,0.185165,-9.153272,5.884092,0.702182451
,0.233776,-9.134213,5.86922,0.733627111
,0.302552,-9.111263,5.850121,0.768921211
,0.374605,-9.091126,5.831605,0.800037151
,0.461063,-9.070637,5.810996,0.835078381
,0.542866,-9.055098,5.792776,0.870323181
,0.605888,-9.046148,5.779921,0.901817171
,0.663424,-9.040186,5.769238,0.936811351
,0.704441,-9.036851,5.762513,0.968195591
,0.739908,-9.034273,5.757144,1.003215161
,0.765642,-9.031819,5.753586,1.034681221
,0.789961,-9.028701,5.750327,1.070302611
,0.808441,-9.025879,5.747731,1.100815291
,0.827227,-9.022306,5.744906,1.135914401
,0.842224,-9.018848,5.742433,1.167493631
,0.857633,-9.014805,5.739761,1.202535991
,0.870399,-9.010707,5.737546,1.234023721
,0.883362,-9.005424,5.735198,1.269228301
,0.893912,-9.000288,5.733157,1.300424371
,0.904889,-8.993977,5.730973,1.335417131
,0.914761,-8.987034,5.728783,1.370100841
,0.923221,-8.9801,5.726629,1.401729401
,0.931925,-8.972003,5.724151,1.435859731
,0.940151,-8.963191,5.721643,1.468720501
,0.948743,-8.952907,5.718647,1.503600651
,0.956715,-8.942595,5.715355,1.535080391
,0.966665,-8.929364,5.710904,1.570620851
,0.976142,-8.917397,5.706683,1.601096751
,0.986809,-8.904691,5.70228,1.633621401
,0.998235,-8.891063,5.697722,1.668631841
,1.00842,-8.878511,5.693652,1.702395821
,1.01753,-8.867097,5.690047,1.734084261
,1.02854,-8.853536,5.685778,1.770150711
,1.04,-8.840407,5.681457,1.801441711
,1.05735,-8.822499,5.674875,1.836936251
,1.07838,-8.802562,5.666952,1.868351281
,1.10781,-8.777591,5.655847,1.902652371
,1.14032,-8.752966,5.643561,1.933942531
,1.18439,-8.722616,5.627199,1.969527161
,1.2309,-8.694235,5.610456,2.000939901
,1.29474,-8.660449,5.588814,2.036593811
,1.36032,-8.629848,5.568054,2.066880971
,1.45268,-8.592215,5.540408,2.102942281
,1.54385,-8.56055,5.514023,2.133728671
,1.66318,-8.524486,5.480335,2.169500601
,1.77361,-8.494585,5.450406,2.200108491
,1.91161,-8.461404,5.415646,2.235251771
,2.0632,-8.42864,5.380126,2.270381681
,2.221,-8.398011,5.34288,2.301708331
,2.41904,-8.363149,5.297532,2.333680151
,2.66897,-8.322933,5.244551,2.368002641
,2.96722,-8.27341,5.187276,2.403117161
,3.27813,-8.21968,5.135362,2.435560831
,3.64735,-8.1598,5.081189,2.469633291
,4.03762,-8.10068,5.031209,2.501444601
,4.52627,-8.02998,4.97681,2.536865301
,5.00045,-7.96117,4.92755,2.568680031
,5.56022,-7.87452,4.87265,2.602847991
,6.13014,-7.78191,4.81902,2.634490521
,6.83378,-7.66057,4.75822,2.669596171
,7.50695,-7.53939,4.71144,2.701381271
,8.22704,-7.40809,4.67007,2.736610671
,8.78543,-7.30268,4.64118,2.767305831
,9.31076,-7.19114,4.61413,2.802331081
,9.70145,-7.09024,4.59401,2.833623221
,10.1051,-6.96397,4.57362,2.869283971
,10.457,-6.84362,4.55472,2.900284171
,10.8728,-6.70607,4.53224,2.935523821
,11.2842,-6.57967,4.51106,2.967476821
,11.7721,-6.4474,4.49,3.002134871
,12.2152,-6.34991,4.47903,3.033664211
,12.6276,-6.2866,4.47736,3.068302011
,12.897,-6.273,4.47833,3.104276931
,12.9921,-6.28347,4.48055,3.135461591
,13.0348,-6.30058,4.48337,3.166937631
