User/Vedio,Yaw,Pitch,Roll,Time[s)
,-17.9941,-19.36309,30.8272,22.20359339
,-18.4431,-19.32649,30.7436,22.23464398
,-18.8106,-19.29529,30.6539,22.26700919
,-19.1051,-19.27029,30.5731,22.30110268
,-19.3301,-19.25519,30.5068,22.33662882
,-19.4692,-19.24649,30.4629,22.36814014
,-19.5695,-19.24149,30.4283,22.40329849
,-19.6205,-19.23999,30.4072,22.43388978
,-19.6448,-19.23969,30.3928,22.46918898
,-19.6515,-19.23969,30.3829,22.50076273
,-19.6499,-19.23949,30.3683,22.53614518
,-19.6317,-19.23689,30.3497,22.5674381
,-19.5275,-19.21999,30.2853,22.60297535
,-19.2572,-19.16479,30.1616,22.63373884
,-18.676,-19.01339,29.9296,22.66900895
,-17.9081,-18.78569,29.6314,22.70049233
,-16.7521,-18.39269,29.1745,22.73566523
,-15.4439,-17.89139,28.6566,22.76698324
,-13.6364,-17.16109,27.9425,22.80239477
,-11.7987,-16.38299,27.1537,22.83345962
,-9.47127,-15.32739,26.0015,22.86896895
,-7.02465,-14.15499,24.6551,22.90411448
,-4.82566,-13.06109,23.327,22.93495867
,-2.27661,-11.79769,21.7057,22.97042465
,-0.0314307,-10.67899,20.2262,23.00178088
,2.46051,-9.48959,18.5828,23.03692584
,4.65834,-8.47649,17.1571,23.06814977
,7.03821,-7.41599,15.6611,23.10364824
,9.14216,-6.53819,14.4197,23.13472535
,11.4699,-5.63239,13.1388,23.16995699
,13.4178,-4.91789,12.1445,23.20054572
,15.5728,-4.15479,11.1229,23.23614712
,17.2826,-3.57979,10.3534,23.26711075
,19.0954,-2.99749,9.5727,23.30259413
,20.6188,-2.53419,8.9748,23.3340738
,22.2704,-2.07469,8.4133,23.36915118
,23.7699,-1.69139,7.9608,23.40053392
,25.5258,-1.28339,7.5159,23.436013
,27.0913,-0.95309,7.1915,23.46716081
,28.9083,-0.59429,6.8539,23.50272145
,30.4882,-0.27939,6.5945,23.5333424
,32.2878,0.09349,6.3239,23.56826299
,34.0275,0.43805,6.0909,23.60067181
,35.9817,0.79101,5.8612,23.63508434
,37.8958,1.13307,5.6359,23.6670618
,40.0705,1.51626,5.3928,23.70183754
,42.1722,1.87174,5.1723,23.73402369
,44.4652,2.23845,4.9408,23.76816137
,46.8786,2.58647,4.7259,23.80324246
,49.0923,2.90195,4.553,23.83523788
,51.4384,3.26544,4.4027,23.87011569
,53.5155,3.62256,4.274,23.90158853
,55.7884,4.03579,4.162,23.93578239
,57.987,4.42928,4.1118,23.96821288
,60.3381,4.82718,4.0937,24.00282526
,62.4503,5.14704,4.0927,24.0341812
,64.6868,5.43857,4.111,24.0697789
,66.5238,5.65098,4.1483,24.1014168
,68.4489,5.82713,4.2251,24.13685228
,70.0203,5.92659,4.3123,24.16748918
,71.7228,5.98756,4.4351,24.20247847
,73.357,5.99652,4.6091,24.23815571
,74.7096,5.99099,4.7712,24.2692676
,76.0498,5.97615,4.9183,24.30052859
,77.5004,5.9302,5.0877,24.33559143
,78.7858,5.8689,5.2507,24.36707652
,80.199,5.82113,5.4102,24.40161335
,81.471,5.78882,5.5409,24.43363272
,82.8501,5.75585,5.6554,24.469497
,84.1717,5.75096,5.7243,24.50371765
,85.3616,5.76274,5.7731,24.53502996
,86.6987,5.82482,5.8278,24.57048711
,87.948,5.95789,5.879,24.60190806
,89.4117,6.20629,5.9324,24.63580712
,90.9822,6.53286,5.97,24.66824075
,92.9065,7.00679,5.9679,24.70327024
,94.7618,7.53308,5.9174,24.73483801
,96.9786,8.22779,5.8362,24.77044228
,98.9943,8.908392,5.7527,24.80124824
,101.316,9.762044,5.6286,24.83688614
,103.311,10.534883,5.4785,24.86851777
,105.427,11.41341,5.2563,24.90298218
,107.239,12.19223,5.022,24.9344091
,109.03,12.9649,4.7484,24.96983262
,110.333,13.5368,4.499,25.00117629
,111.486,14.06574,4.2357,25.03648034
,112.3,14.47264,4.0012,25.06849401
,112.962,14.84151,3.756,25.10261488
,113.445,15.11605,3.5345,25.13814701
,113.732,15.28962,3.3726,25.16908441
,113.917,15.41214,3.2381,25.20095695
,114.032,15.49332,3.1296,25.23555053
,114.09,15.53643,3.0626,25.26778687
,114.127,15.56824,3.0078,25.30326854
,114.147,15.59168,2.9661,25.33743444
,114.159,15.61056,2.9324,25.36913307
,114.166,15.6264,2.903,25.40306634
,114.169,15.64001,2.8754,25.43554899
,114.17,15.65564,2.8405,25.46676125
,114.17,15.67962,2.7857,25.50212575
,114.17,15.70738,2.7257,25.53379132
,114.166,15.74255,2.6521,25.56881882
,114.157,15.77488,2.5831,25.60028139
,114.134,15.81279,2.503,25.63531431
,114.092,15.85586,2.4113,25.67124957
,114.045,15.89301,2.3333,25.70181919
,113.994,15.92541,2.265,25.73342632
,113.93,15.95615,2.1972,25.76830072
,113.845,15.98247,2.1277,25.80334047
,113.73,15.99831,2.0593,25.83537267
,113.538,16.00135,1.9721,25.87086462
,113.31,15.98532,1.8922,25.9014944
,112.985,15.93622,1.8007,25.93656239
,112.623,15.86332,1.7161,25.96815894
,112.15,15.76028,1.6269,26.00337318
,111.699,15.6543,1.5558,26.03505441
,111.21,15.52608,1.4893,26.07002146
,110.784,15.40339,1.4406,26.10171668
,110.322,15.26292,1.3969,26.13603598
,109.951,15.15634,1.3689,26.1677349
,109.608,15.09174,1.3471,26.20264836
,109.327,15.07731,1.3304,26.23423551
,109.083,15.08927,1.3063,26.26942977
,108.942,15.12224,1.273,26.30085698
,108.832,15.16897,1.2298,26.33521647
,108.766,15.21382,1.1861,26.36763101
,108.729,15.25846,1.1362,26.40247461
,108.723,15.29663,1.0838,26.43423995
,108.761,15.34375,0.9927,26.46978091
,108.9,15.40637,0.842,26.50033371
,109.289,15.50986,0.5817,26.53452954
,109.897,15.63741,0.2839,26.56693978
,110.732,15.76681,-0.0149,26.60247532
,111.558,15.83258,-0.1934,26.63343125
,112.493,15.87155,-0.2979,26.66767244
,113.235,15.90631,-0.3362,26.70004876
,113.818,15.94238,-0.3332,26.7355501
,114.199,15.98185,-0.3068,26.77040938
,114.472,16.01676,-0.2688,26.80201363
,114.757,16.04822,-0.217,26.83591839
,115.025,16.06345,-0.1641,26.86811139
,115.296,16.06045,-0.1047,26.90386789
,115.479,16.03418,-0.0615,26.9344164
,115.627,15.98729,-0.0213,26.97022363
,115.72,15.93885,0.0146,27.00134835
,115.797,15.88363,0.052,27.03672536
,115.838,15.84238,0.0776,27.06802457
,115.869,15.78939,0.1083,27.10367558
,115.884,15.73504,0.137,27.13420643
,115.885,15.62815,0.1874,27.16974911
,115.849,15.35864,0.3102,27.20109679
,115.749,14.89252,0.491,27.2369183
,115.641,14.51805,0.6084,27.26811684
,115.531,14.22885,0.6765,27.30274292
,115.45,14.05686,0.6944,27.33354207
,115.373,13.91352,0.6944,27.3697459
,115.303,13.74894,0.6969,27.40452678
,115.24,13.5007,0.7109,27.4358944
,115.204,13.12022,0.7392,27.47145961
,115.215,12.77804,0.7757,27.50286231
,115.269,12.50785,0.8086,27.53469721
,115.366,12.30259,0.8317,27.56972699
,115.498,12.16765,0.8452,27.60098257
,115.759,12.02533,0.8544,27.63541106
,116.2,11.91473,0.8468,27.66787261
,116.966,11.89078,0.7895,27.70304438
,117.748,11.98289,0.7041,27.7335815
,118.741,12.2046,0.5912,27.76879005
,119.727,12.4765,0.5057,27.80102211
,120.849,12.80654,0.4473,27.8345397
,122.008,13.13465,0.427,27.86669022
,123.322,13.4659,0.4262,27.9020989
,124.494,13.71645,0.4269,27.9339589
,125.752,13.94872,0.4463,27.96874149
,126.855,14.1033,0.5049,28.00033491
,128.102,14.22057,0.6223,28.03558422
,129.267,14.2862,0.7745,28.06679247
,130.619,14.3062,0.9896,28.10134583
,131.936,14.28081,1.2108,28.13346755
,133.362,14.17599,1.4472,28.16726596
,134.98,13.97438,1.7151,28.20340792
,136.391,13.74808,1.9437,28.23408644
,138.106,13.41504,2.2208,28.27058392
,139.578,13.09421,2.4509,28.30160885
,141.188,12.73217,2.6912,28.33588338
,142.617,12.4089,2.8895,28.36709421
,144.245,12.05446,3.0939,28.40338643
,145.598,11.79426,3.2446,28.43407265
,147.144,11.5453,3.3954,28.46928802
,148.485,11.37494,3.5151,28.50069812
,149.969,11.21401,3.6427,28.53726432
,151.126,11.08472,3.7454,28.56795995
,152.346,10.94176,3.8566,28.60237962
,153.438,10.810352,3.956,28.63494695
,154.571,10.676333,4.0512,28.67016976
,155.487,10.578395,4.1168,28.70034937
,156.457,10.476531,4.1859,28.73576461
,157.22,10.389198,4.2375,28.76728762
,157.919,10.294472,4.2754,28.80184612
,158.416,10.199331,4.2965,28.8343801
,158.819,10.088547,4.3048,28.868883
,159.112,9.988931,4.3048,28.90075011
,159.365,9.8910326,4.3024,28.9358044
,159.536,9.8180911,4.2999,28.96690289
,159.679,9.751971,4.2951,29.0019073
,159.767,9.709211,4.2906,29.03372739
,159.834,9.675267,4.2857,29.06922473
,159.871,9.653782,4.2811,29.10061032
,159.89,9.640676,4.2768,29.13565978
,159.898,9.632691,4.273,29.17018891
,159.903,9.626195,4.2687,29.20185875
,159.905,9.620098,4.2627,29.23703024
,159.905,9.616602,4.2556,29.26857692
,159.899,9.615616,4.2451,29.30276194
,159.887,9.616778,4.2312,29.33488852
,159.843,9.626346,4.194,29.37012414
,159.737,9.653047,4.1197,29.40154737
,159.486,9.715935,3.9675,29.43575348
,159.1,9.803105,3.7635,29.46787949
,158.519,9.9188147,3.5004,29.50237557
,157.841,10.035698,3.2294,29.53475817
,156.997,10.147933,2.9236,29.56875215
,156.119,10.232321,2.6327,29.60126332
,155.143,10.296441,2.3306,29.63649979
,154.293,10.33152,2.08,29.66786399
,153.366,10.345112,1.8211,29.7026999
,152.456,10.341863,1.5809,29.73706024
,151.597,10.325738,1.3602,29.76883613
,150.63,10.30109,1.1131,29.80389925
,149.737,10.277322,0.8846,29.83484293
,148.648,10.25607,0.6038,29.87087484
,147.665,10.246283,0.3528,29.90229037
,146.582,10.240603,0.0792,29.93748437
,145.637,10.240428,-0.1615,29.96864929
,144.58,10.240428,-0.4295,30.00345727
,143.649,10.240428,-0.657,30.03455518
,142.616,10.240428,-0.899,30.06997697
,141.704,10.240428,-1.1051,30.10153818
,140.648,10.240428,-1.3383,30.13700787
,139.657,10.240428,-1.5514,30.16865717
,138.509,10.233902,-1.7851,30.20300384
,137.375,10.209615,-1.9865,30.23487667
,136.095,10.145633,-2.1703,30.27032782
,135.02,10.055651,-2.2974,30.30105339
,133.92,9.9283825,-2.4047,30.33662885
,133.086,9.8027375,-2.4645,30.36777865
,132.268,9.65856,-2.5121,30.40289937
,131.63,9.542694,-2.5509,30.4344831
,130.982,9.435495,-2.593,30.46940967
,130.42,9.363416,-2.6367,30.50103645
,129.792,9.304308,-2.6938,30.53637499
,129.227,9.260028,-2.745,30.56740592
,128.542,9.201067,-2.7926,30.60267318
,127.863,9.130752,-2.8154,30.63425093
,127.002,9.029824,-2.8156,30.67011008
,126.244,8.919618,-2.7886,30.70036352
,125.321,8.74569,-2.713,30.73670334
,124.554,8.55771,-2.615,30.76731803
,123.689,8.28091,-2.4649,30.80262749
,122.854,7.956,-2.2927,30.83813538
,122.18,7.66129,-2.1337,30.86910102
,121.568,7.37801,-1.9708,30.90042275
,120.939,7.07719,-1.7947,30.93596599
,120.41,6.82467,-1.6467,30.9672957
,119.816,6.55736,-1.4881,31.00273689
,119.221,6.31849,-1.3411,31.03782114
,118.662,6.12504,-1.2171,31.06920445
,118.052,5.94399,-1.0965,31.10293245
,117.446,5.78169,-0.9826,31.13595367
,116.817,5.62715,-0.8719,31.17000668
,116.173,5.47718,-0.7659,31.20207452
,115.422,5.31083,-0.6483,31.23673367
,114.699,5.15709,-0.5326,31.26809988
,113.845,4.97167,-0.3797,31.30265468
,112.95,4.76235,-0.1987,31.33538852
,112.035,4.5296,0.003,31.36680348
,110.986,4.24313,0.2526,31.4013885
,109.868,3.9068,0.5424,31.43689839
,108.886,3.59274,0.8165,31.46714185
,107.732,3.21481,1.1396,31.50345117
,106.79,2.89094,1.4042,31.53467966
,105.8,2.52285,1.6879,31.56974991
,104.965,2.17948,1.929,31.60139635
,104.093,1.77774,2.1778,31.63682671
,103.365,1.39888,2.3882,31.66810452
,102.575,0.93878,2.6283,31.70333187
,101.895,0.5,2.8436,31.73486031
,101.195,0.01215,3.0797,31.76905161
,100.585,-0.42889,3.3067,31.80106642
,99.9608,-0.88839,3.5488,31.83663647
,99.3771,-1.33099,3.7884,31.87098086
,98.8419,-1.74919,4.0288,31.90236872
,98.2904,-2.19589,4.303,31.93367533
,97.656,-2.74079,4.6661,31.96896142
,97.0732,-3.27779,5.0481,32.00035814
,96.4048,-3.92349,5.5209,32.03529097
,95.8108,-4.51559,5.9476,32.06711846
,95.1877,-5.15879,6.4142,32.10254509
,94.6726,-5.69819,6.8208,32.13402506
,94.1286,-6.26329,7.2637,32.16922564
,93.6508,-6.76269,7.6633,32.20014935
,93.0844,-7.36389,8.1427,32.23556259
,92.4849,-8.00869,8.6405,32.2706953
,91.9323,-8.61209,9.0911,32.30140917
,91.2808,-9.35069,9.6353,32.33661827
,90.6988,-10.05219,10.154,32.36776352
,90.032,-10.92779,10.7964,32.40320869
,89.4411,-11.77979,11.4152,32.43477846
,88.7839,-12.80719,12.144,32.46966256
,88.2023,-13.78999,12.8223,32.50080694
,87.5734,-14.89899,13.5706,32.53598498
,87.0231,-15.89549,14.2277,32.5677435
,86.4117,-17.01909,14.9556,32.60300278
,85.8504,-18.05909,15.6106,32.63447218
,85.2131,-19.27569,16.3728,32.66907173
,84.6208,-20.40869,17.0983,32.70023409
,83.9382,-21.72959,17.945,32.73531861
,83.3089,-22.98119,18.7617,32.76723904
,82.6396,-24.34799,19.6577,32.80249177
,82.0418,-25.61229,20.4918,32.83679368
,81.5501,-26.68229,21.2072,32.86881419
,81.1026,-27.71249,21.9162,32.90373591
,80.7684,-28.52499,22.503,32.93539491
,80.4769,-29.27669,23.0409,32.97041358
,80.2576,-29.87949,23.4665,33.00180316
,80.0536,-30.47949,23.8852,33.03688825
,79.9093,-30.96109,24.2101,33.06817605
,79.7776,-31.47439,24.5582,33.10342991
,79.6905,-31.91109,24.8479,33.1348383
,79.6237,-32.40439,25.1627,33.17004997
,79.5855,-32.87259,25.4558,33.20156642
,79.5705,-33.39119,25.7703,33.23545207
,79.5713,-33.85579,26.0514,33.26772489
,79.5854,-34.27309,26.2974,33.3031501
,79.6089,-34.57509,26.4604,33.33383633
,79.6449,-34.91429,26.6321,33.36976361
,79.689,-35.24249,26.7853,33.40119995
,79.7585,-35.67799,26.9812,33.4357134
,79.828,-36.09739,27.1679,33.46714659
,79.9081,-36.55609,27.3618,33.50244578
,79.9932,-37.01349,27.5434,33.53404632
,80.1245,-37.64279,27.7838,33.56834252
,80.2808,-38.31679,28.0535,33.60001749
,80.4746,-39.10009,28.3826,33.63518325
,80.6564,-39.77809,28.6625,33.66682343
,80.858,-40.50059,28.9517,33.70209041
,81.0346,-41.09009,29.1769,33.73374684
,81.2365,-41.68309,29.3963,33.76819387
,81.4696,-42.27209,29.6149,33.80357232
,81.7067,-42.79019,29.8129,33.83493881
,82.003,-43.34889,30.0281,33.87019639
,82.3018,-43.83479,30.2064,33.90154663
,82.6702,-44.37929,30.3899,33.93687662
,83.0261,-44.86489,30.5346,33.96887374
,83.4121,-45.35729,30.6722,34.00364208
,83.7299,-45.74629,30.7745,34.03456237
,84.0535,-46.13089,30.8649,34.06990291
,84.2957,-46.41539,30.9244,34.10067383
,84.5465,-46.70539,30.9758,34.13618143
,84.7596,-46.94379,31.013,34.16689331
,84.9985,-47.20279,31.0512,34.20314304
,85.1799,-47.39579,31.0748,34.23440917
,85.3637,-47.58989,31.0927,34.26972691
,85.5011,-47.73819,31.1057,34.30069199
,85.6297,-47.87489,31.1128,34.33564079
,85.7297,-47.97489,31.1135,34.36709624
,85.8301,-48.07019,31.1133,34.40256991
,85.9102,-48.13979,31.1107,34.4342865
,85.9874,-48.19879,31.1048,34.46874009
,86.0493,-48.23959,31.0968,34.50025426
,86.1071,-48.26659,31.0829,34.53554518
,86.1538,-48.27259,31.0587,34.56690795
,86.2252,-48.24069,30.9781,34.60179832
,86.3653,-48.04619,30.7203,34.63715311
,86.5257,-47.64799,30.3147,34.66818088
,86.7008,-46.96959,29.7302,34.70451016
,86.8077,-46.27539,29.1988,34.73591828
,86.8623,-45.56249,28.6819,34.76741847
,86.8681,-44.81889,28.1609,34.80187262
,86.8314,-44.13569,27.6949,34.83640689
,86.7671,-43.53419,27.3044,34.86834443
,86.6718,-42.85839,26.8907,34.90323137
,86.5764,-42.20419,26.5072,34.93564276
,86.4728,-41.37119,26.0408,34.97014225
,86.3874,-40.41029,25.5205,35.00167666
,86.3079,-39.18379,24.8837,35.03686724
,86.2427,-38.01979,24.2965,35.06832496
,86.1603,-36.72489,23.6604,35.10335788
,86.052,-35.56979,23.098,35.13487888
,85.8767,-34.32349,22.4891,35.17018065
,85.6633,-33.22149,21.9509,35.20129625
,85.358,-31.96509,21.3473,35.23682894
,85.0496,-30.84899,20.8295,35.2679089
,84.6784,-29.55229,20.2465,35.30304958
,84.3387,-28.37239,19.7314,35.33455292
,83.9522,-27.02259,19.1525,35.36950714
,83.6064,-25.80029,18.6249,35.40055886
,83.2074,-24.37019,17.9915,35.43608786
,82.8473,-23.07859,17.3969,35.4671721
,82.4077,-21.55629,16.6644,35.5026663
,81.9939,-20.17529,15.9428,35.5342221
,81.498,-18.64269,15.0851,35.56949422
,81.016,-17.31109,14.2964,35.6007418
,80.4025,-15.84829,13.3938,35.63616474
,79.782,-14.60259,12.5917,35.66697641
,78.9337,-13.20269,11.6571,35.70220662
,78.0247,-11.96989,10.7893,35.73372934
,76.9358,-10.73699,9.8852,35.76772448
,75.7738,-9.63469,9.0623,35.8008033
,74.5478,-8.62479,8.3008,35.83546901
,73.4469,-7.83869,7.7143,35.86691818
,72.2576,-7.08639,7.1297,35.90254639
,71.2495,-6.51919,6.6595,35.93446369
,70.231,-5.98479,6.1845,35.96888991
Vedio-7,3.25381,-0.5670306,9.025526,0.300185805
,4.45243,-0.8258526,8.980369,0.334454345
,5.81302,-1.0912986,8.937281,0.370325455
,6.98868,-1.3193786,8.918909,0.401843915
,8.15992,-1.5718086,8.91298,0.437007685
,8.99755,-1.7889986,8.90875,0.468278105
,9.68962,-2.0102186,8.904927,0.502801245
,10.1483,-2.1803286,8.897156,0.534109565
,10.5825,-2.3569986,8.891515,0.570251245
,10.9785,-2.5112586,8.887368,0.601788505
,11.4822,-2.6887786,8.886662,0.636403155
,11.9993,-2.8506586,8.888534,0.667728585
,12.6133,-3.0251586,8.899214,0.703065405
,13.1771,-3.1730786,8.911669,0.734287065
,13.8334,-3.3205286,8.926171,0.769473055
,14.4197,-3.4355186,8.935268,0.800956725
,15.0313,-3.5443286,8.936908,0.836033245
,15.5229,-3.6157386,8.924786,0.867343865
,15.9775,-3.6781186,8.900021,0.901890385
,16.3684,-3.7347286,8.869852,0.937767215
,16.663,-3.7796486,8.8447,0.969144245
,16.9365,-3.8226686,8.823905,1.000622775
,17.2239,-3.8647886,8.80808,1.035267095
,17.5117,-3.9024886,8.800907,1.071294725
,17.745,-3.9263486,8.800245,1.102449935
,17.9717,-3.9420686,8.800245,1.133721755
,18.2397,-3.9508386,8.799516,1.168094345
,18.5219,-3.9525986,8.792234,1.200277375
,18.8907,-3.9511386,8.775867,1.235710015
,19.3116,-3.9436186,8.756396,1.270182985
,19.7299,-3.9294386,8.736821,1.301859945
,20.2255,-3.8977986,8.707977,1.336979235
,20.7052,-3.8547786,8.678402,1.368533885
,21.2518,-3.7872486,8.639588,1.400095665
,21.9268,-3.6827886,8.58833,1.435378045
,22.5846,-3.5680086,8.546102,1.470430065
,23.1136,-3.4615886,8.516823,1.502031755
,23.6251,-3.3317086,8.490784,1.533513705
,24.2417,-3.1302286,8.46207,1.567927945
,25.0423,-2.8353386,8.436474,1.603820455
,25.8613,-2.5262586,8.427917,1.634621865
,26.9383,-2.1296686,8.429751,1.669775095
,28.0373,-1.7437386,8.443053,1.701621425
,29.2747,-1.3125386,8.470589,1.736028255
,30.4259,-0.9168856,8.512429,1.767502795
,31.7462,-0.4716596,8.574834,1.802941125
,32.9716,-0.0536976,8.63586,1.834307895
,34.3802,0.4242924,8.712173,1.869855985
,35.5848,0.8126334,8.782213,1.900478355
,36.9206,1.2083114,8.86029,1.934898565
,38.1615,1.5352014,8.930584,1.967286865
,39.4471,1.8276914,9.000881,2.002651355
,40.5316,2.0481314,9.065637,2.034373935
,41.5749,2.2546414,9.1354321,2.068897085
,42.4125,2.4241514,9.1991689,2.100365355
,43.2491,2.6278214,9.2682272,2.135361485
,43.9777,2.8524614,9.340318,2.170275525
,44.5414,3.0622814,9.411286,2.201096315
,45.0525,3.2742314,9.494345,2.233597525
,45.5273,3.5032714,9.5929,2.269087465
,45.9033,3.7123314,9.693955,2.300206475
,46.3143,3.9827514,9.839209,2.335407595
,46.7037,4.3018114,10.01069,2.366744135
,47.1522,4.7626514,10.2641,2.401379895
,47.6259,5.4404714,10.64003,2.436891775
,48.0267,6.2618214,11.11456,2.468448705
,48.3808,7.3605014,11.73552,2.500293035
,48.6439,8.8466814,12.52571,2.534738365
,48.7384,10.4680814,13.33547,2.570097725
,48.7111,11.7565814,13.95294,2.601580245
,48.6107,12.7835814,14.42147,2.633624715
,48.4552,13.6661814,14.80243,2.668879455
,48.3011,14.3019814,15.05699,2.703530045
,48.18,14.6898814,15.2094,2.735471295
,48.0735,14.9754814,15.3165,2.769811145
,48.0012,15.1364814,15.37194,2.801292235
,47.9469,15.2339814,15.40345,2.837174755
,47.911,15.2881814,15.41785,2.867739535
,47.8754,15.3329814,15.42629,2.903077505
,47.8466,15.3626814,15.4295,2.933976995
,47.8155,15.3870814,15.42986,2.970498735
,47.791,15.3986814,15.42938,3.001475775
,47.755,15.4060814,15.42635,3.036994785
,47.706,15.4071814,15.41934,3.068586505
,47.6377,15.4028814,15.40677,3.103834105
,47.5528,15.3899814,15.38833,3.135252175
,47.3724,15.3486814,15.34552,3.170431645
,47.0999,15.2749814,15.26999,3.201834905
,46.6308,15.1344814,15.12637,3.236195265
,46.0606,14.9495814,14.94268,3.267996815
,45.3402,14.7072814,14.68284,3.303551755
,44.6594,14.4803814,14.42114,3.335010035
,43.903,14.2438814,14.12615,3.369650075
,43.1892,14.0335814,13.8504,3.401048775
,42.3277,13.8136814,13.52526,3.436169215
,41.5281,13.6656814,13.21094,3.467608125
,40.6023,13.5413814,12.83479,3.503617505
,39.7686,13.4629814,12.50241,3.534461975
,38.8239,13.4018814,12.13449,3.569213215
,37.9377,13.3423814,11.80627,3.601630875
,36.9482,13.2693814,11.46727,3.636105555
,35.9395,13.2003814,11.1292,3.668272045
,34.7747,13.1039814,10.74389,3.702480445
,33.5097,12.9715814,10.3513,3.733661615
,31.6565,12.7370814,9.793062,3.770077855
,29.7592,12.4751814,9.2470642,3.800244325
,27.0296,12.1161814,8.504246,3.836109455
,24.4427,11.7823814,7.778,3.866877225
,21.2576,11.4358814,6.86661,3.902480055
,18.3104,11.1672814,6.06559,3.933810335
,15.0559,10.9376814,5.24717,3.968357145
,11.8452,10.8053814,4.51819,4.004486845
,9.34623,10.7382814,4.03023,4.035304795
,6.72247,10.7136814,3.58568,4.070412115
,4.59542,10.6996814,3.2634,4.101790005
,2.56674,10.6785814,2.97725,4.133836755
,0.629579,10.6395814,2.70718,4.168455975
,-1.20477,10.5523814,2.45182,4.203595525
,-2.8161,10.4430814,2.21971,4.234994225
,-4.62182,10.2930814,1.93833,4.270299975
,-6.24318,10.1405814,1.68272,4.301301525
,-8.24204,9.9758414,1.35831,4.336910625
,-10.0494,9.8562714,1.05027,4.368254595
,-12.0968,9.7425814,0.70565,4.403292925
,-13.9073,9.6592014,0.42357,4.434377455
,-15.9198,9.5703114,0.13462,4.469971165
,-17.5747,9.4872514,-0.09117,4.500414485
,-19.481,9.3818314,-0.34092,4.536324085
,-21.1255,9.2806214,-0.5421,4.567583085
,-22.988,9.1568114,-0.76302,4.603017435
,-24.6426,9.0347414,-0.9756,4.634439525
,-26.5557,8.8562514,-1.2306,4.669664305
,-28.3131,8.6729114,-1.4653,4.701027075
,-30.2635,8.4672614,-1.7269,4.735563905
,-32.0259,8.2798114,-1.9402,4.767217205
,-33.9919,8.1004214,-2.1172,4.802747325
,-35.6711,7.9869014,-2.2197,4.833369125
,-37.6037,7.8861514,-2.3087,4.868829135
,-39.3633,7.8122114,-2.3794,4.900264885
,-41.442,7.7586114,-2.4758,4.934925755
,-43.6677,7.7345114,-2.6176,4.969709775
,-45.9731,7.7253614,-2.8064,5.001914175
,-48.491,7.7156014,-3.045,5.033576305
,-51.7241,7.6662614,-3.3772,5.069124115
,-54.8113,7.5361714,-3.7095,5.100430735
,-58.3535,7.3065114,-4.0657,5.135973705
,-61.2574,7.0846514,-4.3222,5.166720665
,-64.1933,6.8554514,-4.5544,5.201053365
,-66.9782,6.6867414,-4.7939,5.236838095
,-69.2225,6.5735914,-5.0365,5.268279005
,-71.6202,6.4642514,-5.3629,5.303285115
,-73.7056,6.3711914,-5.7159,5.333959945
,-76.2209,6.2589214,-6.2041,5.370582305
,-78.3171,6.1746314,-6.6225,5.400358485
,-81.1279,6.0728814,-7.1618,5.437202935
,-83.5705,5.9483414,-7.5918,5.467809035
,-86.5141,5.7186814,-8.0448,5.503309245
,-88.8492,5.5298014,-8.3945,5.533437225
,-91.5206,5.3385414,-8.7823,5.570329855
,-93.4762,5.1997714,-9.0092,5.601181165
,-95.4753,5.0672914,-9.1566,5.636786565
,-96.9844,4.9700314,-9.204,5.668333235
,-98.3792,4.8633214,-9.1982,5.703602505
,-99.4309,4.7759514,-9.1563,5.735064795
,-100.516,4.6782414,-9.0805,5.769640685
,-101.613,4.5709314,-8.9854,5.800959555
,-103.035,4.4129214,-8.8478,5.836669865
,-104.454,4.2309014,-8.6996,5.867604425
,-106.233,3.9731514,-8.5044,5.902292655
,-108.042,3.6668714,-8.3093,5.937856725
,-109.583,3.3965214,-8.1646,5.969141095
,-111.011,3.1550614,-8.0479,6.000103585
,-112.648,2.9003514,-7.9452,6.035939065
,-114.351,2.6580714,-7.8764,6.070807745
,-115.991,2.4355314,-7.8475,6.101679295
,-117.998,2.1725914,-7.8423,6.137164945
,-119.871,1.8997414,-7.8444,6.168577915
,-121.75,1.6112714,-7.8375,6.200210685
,-123.676,1.3004014,-7.8036,6.235420645
,-125.348,1.0162164,-7.7318,6.269948365
,-126.64,0.7791804,-7.6327,6.301515545
,-127.9,0.5420004,-7.4892,6.337008325
,-128.868,0.3658664,-7.3464,6.368151865
,-129.78,0.2041884,-7.2033,6.400015005
,-130.734,0.0298902,-7.0621,6.434306945
,-131.69,-0.1677876,-6.9238,6.469323035
,-132.557,-0.3626556,-6.81,6.501029075
,-133.559,-0.5914606,-6.7029,6.536341665
,-134.518,-0.8122346,-6.6227,6.566778435
,-135.778,-1.1052586,-6.5471,6.601806225
,-137.233,-1.4494186,-6.5017,6.638013485
,-138.548,-1.7494886,-6.4775,6.669520815
,-139.851,-2.0347886,-6.4461,6.701303255
,-141.15,-2.3118186,-6.3666,6.736900375
,-142.205,-2.5213886,-6.2418,6.770726175
,-143.037,-2.7024686,-6.1015,6.803206555
,-143.725,-2.8695786,-5.9539,6.834823925
,-144.406,-3.0487286,-5.7702,6.870107155
,-144.929,-3.1980086,-5.6027,6.901475355
,-145.398,-3.3490886,-5.4361,6.936733215
,-145.7,-3.4658086,-5.3125,6.967478745
,-145.97,-3.5830086,-5.1988,7.002729755
,-146.205,-3.6965286,-5.1098,7.038282695
,-146.415,-3.8028786,-5.0382,7.069567075
