User/vedio,Yaw,Pitch,Roll,Time(s)
,-0.00123382,2.20033789,-0.91917053,0.266700921
vedio-1,-0.00178067,2.20003582,-0.91895171,0.301927861
,-0.00220757,2.19971616,-0.91868033,0.333632911
,-0.00264015,2.19931458,-0.91832435,0.368583591
,-0.00315511,2.19890805,-0.91803637,0.402258971
,-0.003875,2.19854201,-0.91783403,0.434819897
,-0.00489131,2.19820573,-0.91776121,0.469868897
,-0.00580619,2.19796744,-0.91766968,0.501448787
,-0.00661967,2.19769444,-0.91757363,0.536597887
,-0.00713492,2.19750889,-0.91743484,0.567013987
,-0.00776117,2.19742854,-0.91717468,0.603552387
,-0.00836219,2.19742587,-0.91694642,0.634113887
,-0.00911983,2.19742587,-0.91676139,0.670068387
,-0.00968468,2.19753094,-0.91674651,0.700131817
,-0.0100581,2.19783879,-0.91674651,0.735957447
,-0.0101317,2.19824321,-0.91674651,0.767493987
,-0.0101317,2.19859801,-0.91674651,0.801756977
,-0.0101317,2.19861922,-0.91674651,0.838263137
,-0.0101317,2.19856314,-0.91655206,0.869135697
,-0.0101496,2.19819931,-0.91618472,0.904467817
,-0.0102973,2.19765909,-0.91578685,0.936061677
,-0.0105701,2.19687571,-0.915252,0.966738377
,-0.0108667,2.19546601,-0.91467046,1.001979827
,-0.0109883,2.19318563,-0.91395208,1.037207617
,-0.0110128,2.1906503,-0.91299298,1.068819717
,-0.011081,2.187756,-0.91191067,1.100178377
,-0.0114674,2.1844337,-0.91072583,1.135237087
,-0.0122493,2.1811998,-0.9096492,1.170448607
,-0.0130919,2.1783491,-0.9087247,1.201390437
,-0.013971,2.1749661,-0.9075538,1.236642147
,-0.0145019,2.1717736,-0.9065294,1.268115967
,-0.0148793,2.1680357,-0.9053969,1.303154157
,-0.0151104,2.1646055,-0.9044167,1.334519937
,-0.0153781,2.1607811,-0.9033659,1.369958687
,-0.015688,2.1575482,-0.9025191,1.401049917
,-0.0161076,2.1539399,-0.9016407,1.436030777
,-0.0164426,2.1506948,-0.9008089,1.467500047
,-0.0166041,2.1468495,-0.8997937,1.502632587
,-0.0166041,2.1430989,-0.8987958,1.534282607
,-0.0165204,2.1385658,-0.8976346,1.568752297
,-0.0146669,2.1341281,-0.8967054,1.600445957
,0.000709603,2.1235231,-0.8946513,1.635767247
,0.164933,2.050913,-0.876268,1.667300947
,0.932985,1.778585,-0.77361,1.702304627
,2.00164,1.447592,-0.614784,1.733783317
,3.22662,1.07822,-0.423743,1.768375607
,4.20114,0.76975,-0.260287,1.800736687
,4.93696,0.5153,-0.132338,1.834944947
,5.44471,0.32043,-0.048301,1.870386847
,5.74578,0.1893,0.000358,1.901758037
,5.98165,0.07733,0.037015,1.936129927
,6.14406,-0.00579,0.063217,1.967836687
,6.27772,-0.08035,0.087266,2.000033257
,6.40061,-0.1557,0.112376,2.034317637
,6.51832,-0.23543,0.139936,2.069737297
,6.61598,-0.30885,0.165046,2.100976787
,6.71341,-0.39121,0.191326,2.135919747
,6.7875,-0.46,0.211586,2.167278977
,6.86268,-0.53703,0.232846,2.203235467
,6.91692,-0.59589,0.248456,2.233455137
,6.97052,-0.65577,0.263706,2.268700857
,7.01263,-0.70449,0.275156,2.300663947
,7.0533,-0.7506,0.284986,2.334479887
,7.09153,-0.79028,0.293036,2.366703537
,7.13453,-0.83223,0.302216,2.401807597
,7.1761,-0.87202,0.311296,2.436696667
,7.21041,-0.90524,0.318966,2.467271017
,7.25399,-0.94387,0.327716,2.503746687
,7.30868,-0.98351,0.337846,2.535119587
,7.47157,-1.06679,0.367456,2.570480787
,7.89561,-1.20847,0.437576,2.601646997
,8.91222,-1.42543,0.585126,2.636307707
,10.2954,-1.61054,0.760026,2.667558587
,12.1455,-1.77777,0.960866,2.702799477
,13.8149,-1.88372,1.108346,2.734113647
,15.4881,-1.95803,1.209096,2.768958807
,16.7593,-1.99284,1.251726,2.800363637
,17.9169,-2.00128,1.271906,2.836189847
,18.8173,-1.98883,1.278926,2.871009077
,19.4876,-1.95798,1.282296,2.902513127
,20.1308,-1.90733,1.288386,2.936908957
,20.6685,-1.84886,1.300896,2.968531617
,21.1991,-1.78359,1.322016,3.003456617
,21.6347,-1.72655,1.343436,3.035053607
,22.0901,-1.66546,1.369216,3.069985447
,22.4977,-1.61103,1.394546,3.101374027
,22.9937,-1.53761,1.425816,3.137013777
,23.4498,-1.46204,1.454116,3.167449827
,24.0248,-1.34961,1.487256,3.203667487
,24.512,-1.24663,1.509486,3.234137477
,25.0308,-1.13556,1.530816,3.268699797
,25.4751,-1.03699,1.550726,3.300617247
,25.9398,-0.93382,1.569826,3.335017077
,26.3999,-0.83099,1.585296,3.367278927
,26.9773,-0.70057,1.603076,3.402738787
,27.563,-0.55951,1.621816,3.433385247
,28.351,-0.35596,1.641156,3.467586937
,29.3651,-0.08677,1.651316,3.503582207
,30.3989,0.20222,1.652276,3.535383637
,31.6215,0.55974,1.651916,3.569628657
,32.8634,0.94614,1.644506,3.601978897
,34.1136,1.357688,1.631726,3.633379457
,35.5636,1.862106,1.618606,3.667879077
,37.0042,2.392066,1.616416,3.700109277
,38.5959,3.003058,1.630486,3.734346037
,40.3346,3.70792,1.715186,3.769710097
,42.0212,4.39626,1.884876,3.800904257
,44.0969,5.20507,2.187266,3.836125187
,46.0548,5.94286,2.509286,3.867515767
,48.304,6.76934,2.878606,3.902498927
,50.31,7.50719,3.194666,3.933506917
,52.5428,8.33901,3.525946,3.968703617
,54.6195,9.13847,3.811426,4.003761447
,56.3297,9.82169,4.026566,4.035023177
,58.0771,10.55984,4.226046,4.070345297
,59.4532,11.17634,4.369286,4.100690407
,60.9743,11.91976,4.530036,4.137194027
,62.1608,12.55776,4.668736,4.167570227
,63.4544,13.31056,4.838766,4.202872987
