User/Vedio,Yaw,Pitch,Roll,Time(s)
,1.55714,0.707582,-6.213468,0.303145647
Vedio-4,2.21286,0.570085,-6.419838,0.334786397
,3.07281,0.426742,-6.67001,0.370213327
,3.91392,0.315042,-6.91876,0.401838987
,4.82851,0.219847,-7.18443,0.436513807
,5.60631,0.153929,-7.40045,0.467877727
,6.40542,0.07793,-7.61845,0.503081997
,7.0564,0.0064,-7.78032,0.534453047
,7.74728,-0.06295,-7.92042,0.569665297
,8.34879,-0.12392,-8.02965,0.601346537
,9.05191,-0.20703,-8.14056,0.636525417
,9.73527,-0.26338,-8.21556,0.667627887
,10.5726,-0.32169,-8.25226,0.702692157
,11.3345,-0.36737,-8.23427,0.734232257
,12.0898,-0.41587,-8.14219,0.768012977
,12.8497,-0.47955,-7.97783,0.803787167
,13.4941,-0.51879,-7.79423,0.835200397
,14.1069,-0.55159,-7.57933,0.866759917
,14.7487,-0.58443,-7.3195,0.901513727
,15.3093,-0.61306,-7.08303,0.933362897
,15.9105,-0.63575,-6.86438,0.969307557
,16.4833,-0.63453,-6.71139,1.004672617
,16.987,-0.62059,-6.620048,1.035897407
,17.5582,-0.5778,-6.556003,1.070331037
,18.0881,-0.50816,-6.535249,1.101931607
,18.6071,-0.43271,-6.562647,1.133381627
,19.1859,-0.34625,-6.70957,1.167735997
,19.7846,-0.23078,-7.01897,1.200096637
,20.4936,-0.06066,-7.61171,1.235785847
,21.1969,0.1136,-8.45933,1.271056537
,21.7475,0.205415,-9.25616,1.300638567
,22.3063,0.215164,-9.98537,1.337177387
,22.6496,0.181433,-10.2547,1.368570967
,23.05,0.12412,-10.35462,1.400049227
,23.7542,0.01349,-10.29163,1.435452487
,24.5151,-0.10102,-10.07688,1.466780477
,25.4359,-0.20489,-9.75762,1.500189447
,26.4686,-0.27606,-9.38295,1.537095767
,27.295,-0.31578,-9.06858,1.567720127
,28.2354,-0.36402,-8.6715,1.603486037
,29.0697,-0.3982,-8.2803,1.634953167
,30.0233,-0.41999,-7.8027,1.669809027
,30.9139,-0.42289,-7.33557,1.701381077
,31.8938,-0.40662,-6.82288,1.736615547
,32.7338,-0.37165,-6.411995,1.767880817
,33.6367,-0.32422,-6.016832,1.803024627
,34.3769,-0.28945,-5.7293658,1.833929237
,35.1811,-0.26279,-5.445524,1.869361297
,35.8642,-0.2434,-5.222298,1.900982397
,36.5829,-0.22124,-5.002408,1.935524937
,37.3059,-0.19778,-4.791789,1.971477607
,37.8959,-0.1759,-4.62785,2.001709387
,38.5561,-0.14597,-4.45549,2.037104387
,39.1143,-0.11476,-4.32163,2.068637927
,39.7097,-0.07684,-4.19658,2.103636647
,40.2202,-0.04063,-4.10932,2.134472547
,40.7997,0.0054,-4.03491,2.170308007
,41.3055,0.04602,-3.99343,2.201808777
,41.8195,0.0826,-3.97323,2.233419877
,42.3965,0.11279,-3.97071,2.267724627
,43.0003,0.13006,-3.9863,2.302832227
,43.5675,0.13551,-4.02041,2.334632637
,44.2171,0.13546,-4.07278,2.369883657
,44.8024,0.13022,-4.12442,2.401582287
,45.4544,0.11756,-4.17994,2.436800797
,46.0253,0.1052,-4.22101,2.468040697
,46.6329,0.09435,-4.25268,2.501822017
,47.1817,0.08975,-4.27116,2.534196047
,47.7382,0.08973,-4.28034,2.569269437
,48.2033,0.09449,-4.28119,2.601215257
,48.6745,0.10912,-4.2779,2.636381037
,49.0926,0.13125,-4.26543,2.670369907
,49.4603,0.156789,-4.24787,2.701518577
,49.8313,0.186776,-4.22209,2.733621197
,50.2298,0.221417,-4.18157,2.768765307
,50.5722,0.254182,-4.13213,2.800063937
,50.9454,0.29434,-4.05817,2.834352447
,51.3347,0.340079,-3.95226,2.870579667
,51.6647,0.378014,-3.8363,2.901279297
,52.0582,0.418958,-3.66484,2.936873007
,52.4089,0.449389,-3.4757,2.968559077
,52.7994,0.478038,-3.22417,3.004037617
,53.1315,0.499817,-2.99017,3.035256987
,53.476,0.521085,-2.73757,3.070079787
,53.7594,0.539802,-2.5301,3.101475647
,54.0521,0.563749,-2.32332,3.136624307
,54.2935,0.588399,-2.16421,3.167996807
,54.5476,0.619067,-2.01219,3.202402497
,54.7721,0.649596,-1.89141,3.233973967
,55.0139,0.685838,-1.77768,3.268692697
,55.2427,0.722536,-1.68471,3.300959267
,55.4914,0.762509,-1.60123,3.335378917
,55.7274,0.797837,-1.53787,3.366766487
,56.0129,0.837447,-1.47871,3.401971027
,56.3305,0.87507,-1.43203,3.437037877
,56.6532,0.908317,-1.40191,3.469211777
,57.0244,0.943417,-1.38423,3.503507977
,57.3785,0.975148,-1.38102,3.535081437
,57.7724,1.00853,-1.38618,3.570543147
,58.1157,1.036946,-1.4025,3.602250597
,58.491,1.0657563,-1.42859,3.636729267
,58.8431,1.0895478,-1.45351,3.668391137
,59.2462,1.1119115,-1.47674,3.703832037
,59.6098,1.1267972,-1.49195,3.735090197
,60.0213,1.13673708,-1.50232,3.770400507
,60.3927,1.13927645,-1.50751,3.801969127
,60.8089,1.13842306,-1.51492,3.836578097
,61.1877,1.1316465,-1.52498,3.867583087
,61.6366,1.1170014,-1.54336,3.902365677
,62.0841,1.1007254,-1.5771,3.935135157
,62.5672,1.0847869,-1.63076,3.968729447
,63.0482,1.0659864,-1.69854,4.001053607
,63.5645,1.041151,-1.78022,4.035437047
,64.0505,1.01727,-1.86985,4.067820487
,64.586,0.985569,-1.98783,4.103354047
,65.0638,0.949926,-2.1052,4.133824467
,65.6297,0.903216,-2.24711,4.168389527
,66.1799,0.857433,-2.38382,4.200998777
,66.7603,0.81189,-2.52879,4.236223847
,67.2351,0.775157,-2.6467,4.267499377
,67.7028,0.739947,-2.76454,4.303138137
,68.0425,0.719044,-2.85888,4.334411397
,68.3671,0.703564,-2.95403,4.369546647
,68.6175,0.693618,-3.02429,4.400146767
,68.8835,0.683161,-3.08781,4.435720807
,69.1118,0.673565,-3.1274,4.467460777
,69.3643,0.665142,-3.15575,4.501699957
,69.6075,0.66136,-3.17199,4.533696247
,69.8664,0.66022,-3.17713,4.568645337
,70.0767,0.66022,-3.1742,4.600704347
,70.2614,0.66022,-3.16426,4.635097767
,70.4193,0.66022,-3.14991,4.670459407
,70.5405,0.66022,-3.13482,4.701774857
,70.6654,0.660754,-3.11665,4.736548337
,70.7783,0.664138,-3.09932,4.768852237
,70.903,0.672476,-3.08114,4.803804757
,71.0183,0.686132,-3.06724,4.835499387
,71.1312,0.706421,-3.05684,4.866865017
,71.2466,0.734089,-3.04868,4.901733127
,71.3497,0.764602,-3.04359,4.936899477
,71.4275,0.790914,-3.04111,4.967737097
,71.504,0.818957,-3.03914,5.002925097
,71.5629,0.842424,-3.03684,5.034641967
,71.6219,0.867125,-3.03365,5.069194487
,71.674,0.888776,-3.02976,5.101662337
,71.7298,0.910696,-3.0253,5.136585767
,71.7809,0.929394,-3.02209,5.167553967
,71.8422,0.949769,-3.01954,5.202670117
,71.9025,0.967105,-3.019,5.234250437
,71.9768,0.984582,-3.0197,5.268624757
,72.059,0.999854,-3.02297,5.301339487
,72.1638,1.014926,-3.02903,5.336631287
,72.2705,1.027029,-3.0363,5.367116797
,72.4108,1.040001,-3.04675,5.402108087
,72.558,1.0510426,-3.05819,5.434298237
,72.7399,1.0625188,-3.07206,5.469526157
,72.9228,1.073574,-3.08599,5.501229917
,73.1383,1.0890564,-3.10323,5.535470547
,73.3525,1.1094439,-3.12032,5.567534687
,73.5939,1.13995776,-3.13908,5.602793397
,73.813,1.1734759,-3.15605,5.634300997
,74.0597,1.2161354,-3.17511,5.669418877
,74.3131,1.263472,-3.19495,5.704922517
,74.5525,1.308146,-3.21238,5.736589797
,74.8124,1.354007,-3.22788,5.767923487
,75.1143,1.401848,-3.24141,5.801297957
,75.4455,1.444955,-3.24978,5.834161807
,75.8324,1.479854,-3.25125,5.868486247
,76.2305,1.499062,-3.24789,5.900829777
,76.6938,1.505668,-3.23278,5.936036887
,77.1612,1.505611,-3.20909,5.970345077
,77.5774,1.502251,-3.18283,6.001594657
,78.0241,1.494854,-3.1506,6.036990217
,78.3889,1.488851,-3.12741,6.068049357
,78.7453,1.484626,-3.11147,6.100299947
,79.0965,1.480503,-3.1035,6.135603717
,79.3587,1.478857,-3.09992,6.167098217
,79.5587,1.481901,-3.0952,6.201556937
,79.6726,1.493617,-3.08732,6.236802537
,79.7307,1.505699,-3.07898,6.268429317
,79.766,1.516277,-3.07067,6.303127807
,79.7828,1.522591,-3.06489,6.335506407
,79.7957,1.528387,-3.05953,6.370464627
,79.8061,1.534021,-3.05386,6.401968247
,79.8218,1.541427,-3.04492,6.436617717
,79.855,1.550425,-3.02713,6.468528177
,79.9412,1.557555,-2.97919,6.503705637
,80.108,1.558505,-2.86653,6.535162507
,80.3447,1.560254,-2.66851,6.570194287
,80.5291,1.562903,-2.48798,6.600943527
,80.6803,1.562379,-2.32192,6.636057717
,80.7551,1.558234,-2.23043,6.66770418
,80.8063,1.551463,-2.16258,6.70314336
,80.8408,1.544143,-2.11559,6.73441179
,80.8772,1.534893,-2.06649,6.76983102
,80.9116,1.525321,-2.02026,6.80132238
,80.9543,1.512253,-1.96224,6.83651154
,80.9941,1.499385,-1.9067,6.86756897
,81.0379,1.484645,-1.83917,6.90270424
,81.0725,1.471424,-1.77484,6.93381327
,81.1046,1.455122,-1.69783,6.96929096
,81.1281,1.438433,-1.62646,7.00088922
,81.1513,1.418301,-1.54243,7.03566697
,81.1713,1.399824,-1.45772,7.06704171
,81.1927,1.381755,-1.35144,7.1025382
,81.2083,1.372369,-1.24967,7.13373989
,81.2202,1.369582,-1.13314,7.16818579
,81.226,1.369785,-1.02423,7.20045978
,81.2274,1.372602,-0.92256,7.23548613
,81.2273,1.377266,-0.85225,7.26741997
,81.2262,1.382112,-0.79959,7.30224961
,81.2248,1.384201,-0.77188,7.33356335
,81.224,1.384213,-0.751,7.3688654
,81.2242,1.38172,-0.73737,7.40011385
,81.2262,1.376125,-0.72624,7.43599266
,81.231,1.365734,-0.71421,7.47046705
,81.2465,1.332208,-0.68183,7.50211666
,81.2972,1.2191627,-0.57756,7.53652577
,81.3839,1.027338,-0.38627,7.56905831
,81.4821,0.80319,-0.12966,7.60043306
,81.5813,0.532863,0.23133,7.63574279
,81.645,0.301048,0.5949,7.6710631
,81.6682,0.168011,0.8315,7.7014206
,81.6693,0.07932,1.0057,7.73677111
,81.6593,0.04294,1.07747,7.768409
,81.6466,0.02108,1.1179,7.80007627
,81.6359,0.00863,1.13954,7.83540598
,81.6294,0.00306,1.14774,7.8699123
,81.6233,-0.00031,1.15054,7.90132755
,81.6163,-0.00313,1.14867,7.93658712
,81.6107,-0.00603,1.14269,7.96689474
,81.6046,-0.01083,1.12791,8.00293948
,81.5963,-0.02024,1.08193,8.03450782
,81.5895,-0.03605,0.96531,8.07005021
,81.5903,-0.05465,0.77841,8.10162568
,81.6086,-0.07375,0.49112,8.13704405
,81.6469,-0.07791,0.1901,8.16846386
,81.706,-0.06704,-0.12601,8.20303631
,81.7735,-0.03536,-0.39734,8.23457045
,81.8779,0.02822,-0.72494,8.26989672
,81.9904,0.0993,-1.01107,8.30133021
,82.1287,0.183184,-1.30116,8.33569342
