User/Vedio,Yaw,Pitch,Roll,Time(s)
,4.09017,-11.61721,10.383816,0.303913729
Vedio-8,5.29522,-12.12409,10.328125,0.334765309
,6.76184,-12.72959,10.302813,0.369993229
,8.1724,-13.29831,10.311396,0.401531629
,9.8104,-13.93808,10.361589,0.436850499
,11.1987,-14.45118,10.424124,0.468181639
,12.5162,-14.91811,10.491719,0.503473429
,13.3696,-15.22004,10.526752,0.534926869
,13.9639,-15.44239,10.522718,0.570073239
,14.2745,-15.56526,10.479451,0.601229049
,14.5719,-15.66409,10.378338,0.636590969
,14.9191,-15.70339,10.214375,0.667703709
,15.5552,-15.61784,9.894507,0.703251239
,16.3615,-15.35789,9.52834,0.733873609
,17.5856,-14.87008,9.08767,0.769168519
,19.0969,-14.25025,8.67283,0.801266299
,21.1755,-13.43501,8.21627,0.835272259
,23.7236,-12.50018,7.77433,0.867851009
,26.7112,-11.47405,7.31117,0.901779149
,29.7038,-10.499226,6.86245,0.933953329
,32.9942,-9.489842,6.44017,0.969085469
,35.9274,-8.68241,6.2032,1.000190789
,38.8634,-7.87243,5.9207,1.034887289
,41.1068,-7.21505,5.62176,1.066904669
,43.1053,-6.63677,5.30416,1.101160959
,44.7838,-6.21388,4.98403,1.133430079
,46.7282,-5.86522,4.5689,1.168855009
,48.9311,-5.646,4.15322,1.200182739
,52.2547,-5.47247,3.65856,1.235812659
,56.3742,-5.36244,3.20773,1.270255129
,60.6748,-5.33815,2.82937,1.301244719
,65.8161,-5.44783,2.38093,1.336748909
,70.174,-5.67147,1.97727,1.368201209
,74.4394,-5.98897,1.57437,1.400041539
,78.6845,-6.38138,1.15718,1.434410149
,82.5186,-6.77698,0.7515,1.470064019
,85.5228,-7.11727,0.3907,1.501635769
,88.3279,-7.45256,0.0114,1.536128979
,90.4918,-7.72357,-0.2944,1.567264529
,92.5946,-7.9939,-0.5843,1.602238999
,94.2821,-8.22674,-0.8174,1.633975259
,96.0938,-8.51168,-1.095,1.669291549
,97.728,-8.79764,-1.3452,1.700743849
,99.5246,-9.11905,-1.5735,1.736201579
,100.988,-9.391353,-1.7014,1.767461149
,102.532,-9.629647,-1.7991,1.803018369
,103.765,-9.749259,-1.8775,1.834504589
,104.971,-9.818673,-1.9564,1.869301999
,105.859,-9.868583,-1.9998,1.900907979
,106.556,-9.925079,-2.0291,1.935984799
,106.936,-9.970869,-2.0589,1.967169959
,107.234,-10.012119,-2.0958,2.002200309
,107.48,-10.0405965,-2.1344,2.033755259
,107.844,-10.0646205,-2.1852,2.069010559
,108.339,-10.077208,-2.2404,2.100642749
,109.11,-10.0859382,-2.3261,2.135699329
,109.931,-10.1058367,-2.4441,2.167045849
,111.008,-10.1673698,-2.6641,2.202284899
,112.315,-10.289112,-2.9966,2.236827729
,113.755,-10.461379,-3.353,2.267519089
,115.577,-10.708831,-3.7501,2.300061049
,117.805,-11.048456,-4.1869,2.335303509
,120.132,-11.43104,-4.6612,2.369670989
,122.213,-11.7939,-5.1263,2.401801259
,124.257,-12.15154,-5.6482,2.437089339
,125.814,-12.41192,-6.1213,2.468068659
,127.374,-12.67306,-6.6692,2.503656679
,128.611,-12.89839,-7.1519,2.535162289
,129.926,-13.14987,-7.6891,2.570234839
,131.103,-13.36974,-8.1492,2.601554309
,132.396,-13.59063,-8.6134,2.635565989
,133.629,-13.79443,-9.0317,2.668235379
,134.77,-13.98579,-9.439,2.702816969
,135.516,-14.12249,-9.7521,2.734465999
,135.952,-14.2299,-10.0049,2.769441899
,136.061,-14.28326,-10.1144,2.800840019
,136.056,-14.31929,-10.1634,2.834903009
,135.502,-14.51536,-10.2706,2.867187249
,132.308,-14.98072,-10.2442,2.902626439
,126.569,-15.10793,-9.7631,2.934075309
,117.811,-14.86375,-8.8405,2.968999319
,106.739,-14.50807,-7.4628,3.003698099
,95.5651,-14.26299,-5.8387,3.035067429
,81.9642,-14.07414,-4.2333,3.070638609
,69.2622,-14.01399,-3.0684,3.101963459
,55.5023,-14.124,-1.9124,3.137112419
,42.8969,-14.44145,-0.658,3.168548469
,30.533,-14.81865,0.362,3.202590089
,19.0672,-14.90335,0.96693,3.234839529
,8.08489,-14.64904,1.59262,3.269821129
,-1.33676,-14.34289,2.24722,3.301349269
,-10.856,-14.04904,2.89052,3.336682959
,-18.7465,-13.88408,3.45409,3.367770899
,-27.0496,-13.66228,4.03008,3.402814649
,-34.022,-13.36881,4.53662,3.434048839
,-41.615,-12.98685,5.16615,3.469660239
,-47.9698,-12.6406,5.81643,3.500969999
,-54.7036,-12.29185,6.68774,3.536357879
,-60.4203,-12.01037,7.58107,3.567512549
,-66.5487,-11.71079,8.68552,3.603065489
,-71.4368,-11.51627,9.673,3.634373819
,-76.1498,-11.27489,10.653574,3.669227399
,-80.1167,-10.903124,11.445277,3.704605569
,-83.107,-10.544982,11.99436,3.736094079
,-85.7397,-10.1844995,12.43687,3.767143519
,-88.5677,-9.726113,12.88116,3.802222329
,-91.1886,-9.279436,13.26887,3.833640699
,-94.3949,-8.81205,13.71365,3.868800779
,-97.877,-8.42893,14.16206,3.904488299
,-100.894,-8.17391,14.50013,3.934750879
,-104.516,-7.96491,14.76553,3.971070179
,-107.511,-7.82541,14.88198,4.002187759
,-110.878,-7.66882,14.97438,4.037693379
,-113.764,-7.52269,15.06218,4.068220229
,-117.057,-7.41772,15.19335,4.102864829
,-120.001,-7.4092,15.35589,4.135359189
,-122.601,-7.35909,15.48722,4.166989109
,-125.31,-7.24959,15.5279,4.201956729
,-127.878,-7.06427,15.52472,4.237139039
,-113.813,-6.70764,14.21821,4.267882569
,-97.8742,-6.32084,12.74142,4.302745279
,-83.0196,-5.97157,11.365885,4.335282689
,-67.2465,-5.60932,9.901075,4.369662999
,-52.868,-5.29168,8.56448,4.401178039
,-36.3961,-4.94956,7.03632,4.437156929
,-21.9717,-4.6787,5.69935,4.468607519
,-7.41415,-4.43456,4.34558,4.500240869
,8.43197,-4.19094,2.86498,4.534519119
,24.8257,-3.93955,1.31952,4.570133649
,39.2222,-3.71084,-0.0611,4.601219029
,55.0209,-3.46297,-1.6099,4.635705979
,69.8231,-3.25795,-3.0926,4.667947729
,86.0936,-3.07474,-4.7409,4.703372659
,100.451,-2.93688,-6.2005,4.734500509
,116.536,-2.80553,-7.8385,4.769502919
,130.856,-2.69793,-9.2967,4.800400139
,147.192,-2.57899,-10.9502,4.835909749
,161.771,-2.48764,-12.4217,4.867354649
,177.932,-2.43414,-14.0838,4.902309159
,180,-2.45643,-15.3546,4.933760899
,180,-2.54832,-15.847,4.969167869
,180,-2.65254,-16.0171,5.000312249
,180,-2.77057,-16.0534,5.035434679
,180,-2.84948,-16.0341,5.066775209
,180,-2.90823,-15.9957,5.101718889
,180,-2.93281,-15.9627,5.137150389
,180,-2.90031,-15.9474,5.168016229
,180,-2.75318,-15.8826,5.203312579
,180,-2.55332,-15.6904,5.234655109
,180,-2.33307,-15.3264,5.269470499
,180,-2.12051,-14.9494,5.300588389
,180,-1.84588,-14.5467,5.335032289
,180,-1.56168,-14.1241,5.367308829
,180,-1.25192,-13.5918,5.401583929
,180,-0.94801,-13.0425,5.434003589
,180,-0.60988,-12.4741,5.467938009
,180,-0.21473,-11.8638,5.503876979
,180,0.1402,-11.3037,5.535623209
,180,0.4721,-10.7059,5.567106299
,180,0.8235,-9.97,5.601498869
,180,1.1904,-9.0745,5.637335779
,180,1.5067,-8.2238,5.667577529
,180,1.9012,-7.1123,5.704269179
,180,2.1907,-6.2065,5.734683419
,180,1.9391,-5.7892,5.770103499
,180,1.6326,-5.5247,5.800710479
,173.566,1.2532,-5.2176,5.836388859
,158.147,0.8963,-4.9479,5.867794689
,140.754,0.4802,-4.6363,5.903310009
,125.23,0.1154,-4.3324,5.935097889
,108.044,-0.24938,-3.9437,5.970224029
,92.6515,-0.54709,-3.53,6.001761009
,75.551,-0.88564,-3.0014,6.037015729
,60.6117,-1.22502,-2.4951,6.067998469
,43.7442,-1.68016,-1.887,6.102821529
,29.1957,-2.14886,-1.3237,6.133363209
,12.0798,-2.77748,-0.5739,6.169480079
,-2.62389,-3.36204,0.1904,6.200897879
,-18.9276,-4.07117,1.21181,6.236139209
,-33.149,-4.80852,2.31692,6.267709809
,-48.4301,-5.831,3.85191,6.302535729
,-61.5681,-7.02891,5.57378,6.334451889
,-66.1223,-7.58165,6.39704,6.369414389
,-66.6086,-7.6703,6.56593,6.400884089
,-66.5447,-7.68612,6.60906,6.435876799
,-65.4832,-7.75781,6.82073,6.467338499
,-62.9652,-7.81768,7.05441,6.502470059
,-60.2996,-7.82333,7.16859,6.533792069
,-57.3861,-7.79952,7.18447,6.568129339
,-54.9384,-7.77717,7.12129,6.600602019
,-52.6693,-7.77474,6.99195,6.636074259
,-50.9247,-7.78777,6.84293,6.667555929
,-49.1036,-7.82255,6.66507,6.702914999
,-47.5572,-7.85617,6.52426,6.733566439
,-45.6794,-7.88711,6.38742,6.769486319
,-43.8102,-7.86125,6.29629,6.803885169
,-42.2099,-7.71906,6.28891,6.834554869
,-40.7116,-7.45825,6.35811,6.866790059
,-39.0824,-7.07285,6.49934,6.902143989
,-37.5121,-6.68653,6.64768,6.933641909
,-35.5946,-6.24961,6.80203,6.967752799
,-33.4452,-5.82424,6.95398,7.003759629
,-31.6949,-5.51714,7.04826,7.034869239
,-30.1938,-5.21857,7.02052,7.070428759
,-29.6079,-5.00074,6.85692,7.100968719
,-29.3297,-4.70653,6.545,7.136359719
,-29.2825,-4.24374,6.05123,7.167972529
,-29.4981,-3.58189,5.40308,7.203508639
,-29.8715,-2.97174,4.82908,7.234403559
,-30.3472,-2.38001,4.22265,7.268704909
,-30.7411,-1.98313,3.73065,7.300365619
,-31.0617,-1.71379,3.30693,7.336801529
,-31.2145,-1.60311,3.09481,7.367567299
,-31.2969,-1.55445,2.97346,7.403562439
,-31.3254,-1.54417,2.92533,7.433945039
,-31.3415,-1.54415,2.89262,7.469188939
,-31.3482,-1.54843,2.87624,7.500907539
,-31.3533,-1.55625,2.86225,7.536408289
,-31.3581,-1.56572,2.85109,7.567600299
,-31.3684,-1.58637,2.83257,7.602941119
,-31.387,-1.61994,2.80787,7.634516019
,-31.4239,-1.67733,2.77603,7.668922839
,-31.4838,-1.75352,2.74958,7.700483769
,-31.6046,-1.87017,2.73394,7.735794089
,-31.7868,-2.00387,2.7391,7.767150309
,-32.0663,-2.17545,2.77837,7.802534759
,-32.3683,-2.34982,2.85102,7.834227119
,-32.7204,-2.56007,2.96536,7.869541719
,-33.0113,-2.75801,3.07967,7.900302649
,-33.3405,-3.01835,3.22415,7.935647189
,-33.6382,-3.26976,3.3684,7.967005969
,-33.9703,-3.55004,3.54058,8.002203389
,-34.2466,-3.77995,3.68462,8.033530799
,-34.5188,-4.01527,3.81483,8.068720519
,-34.7154,-4.18601,3.89464,8.100214169
,-34.8825,-4.31233,3.94896,8.135619999
,-34.9825,-4.35435,3.97062,8.166671159
,-35.1196,-4.3239,3.98516,8.202125749
,-35.4502,-4.028,3.99011,8.237322609
,-35.9204,-3.46749,3.96287,8.268423089
,-36.4543,-2.76304,3.88623,8.300150229
,-36.9797,-2.03495,3.77891,8.334657119
,-37.3644,-1.48144,3.69673,8.369484479
,-37.5676,-1.15539,3.66006,8.406762889
,-37.6224,-1.04478,3.65285,8.433361297
,-37.6396,-0.97469,3.65282,8.467847097
,-37.6367,-0.94888,3.65459,8.503401477
,-37.6281,-0.94065,3.65615,8.534864617
,-37.5928,-0.93346,3.66008,8.570286697
,-37.4813,-0.9326,3.67001,8.601729857
,-37.1071,-0.96157,3.69995,8.636538107
,-36.3176,-1.07126,3.75766,8.668476797
,-34.7502,-1.31921,3.88897,8.703078067
,-32.4531,-1.68537,4.14131,8.734600797
,-28.7585,-2.26015,4.66144,8.769684447
,-24.541,-2.80713,5.43423,8.800220997
,-18.8511,-3.27453,6.77587,8.836250067
,-13.7846,-3.47569,8.00624,8.868422267
,-8.66355,-3.55302,9.07806,8.903267857
,-4.62534,-3.62188,9.75322,8.934532267
,-0.56336,-3.76373,10.202433,8.969950357
,2.47597,-3.93278,10.382547,9.000065237
,5.74744,-4.1661,10.422313,9.036179827
,8.22564,-4.34436,10.344066,9.067662927
,10.83,-4.47624,10.107838,9.103299127
,13.1826,-4.49739,9.73385,9.134431827
,16.0313,-4.49013,9.18218,9.169699367
,18.6238,-4.49204,8.63524,9.200916467
,21.374,-4.54307,7.99264,9.236661567
,23.5344,-4.63396,7.42826,9.268150657
,25.6234,-4.74392,6.84697,9.302548077
,27.3132,-4.84254,6.34561,9.333979277
,29.0124,-4.92434,5.85459,9.369448677
,30.295,-4.9396,5.53502,9.400480167
,31.5049,-4.89008,5.27577,9.435761127
,32.4689,-4.78695,5.11061,9.467361117
,33.5244,-4.62934,4.98203,9.502841927
,34.4665,-4.4823,4.8977,9.534650887
,35.5325,-4.32282,4.81576,9.569724577
,36.5395,-4.19352,4.74537,9.600589587
,37.944,-4.0937,4.63625,9.635801257
,39.411,-4.07712,4.50142,9.667265837
,41.1441,-4.1202,4.33148,9.703092477
,42.6868,-4.20361,4.16384,9.733659247
,44.4641,-4.33931,3.96435,9.768109707
,46.1461,-4.5258,3.78807,9.800668777
,47.9231,-4.81846,3.63578,9.836182087
,49.3659,-5.15851,3.54311,9.866911937
,50.8338,-5.66471,3.46556,9.901769227
,52.1549,-6.36197,3.40155,9.937627217
,53.1136,-7.10256,3.35916,9.968181997
,54.0225,-8.05283,3.30356,10.00375291
,54.6361,-8.90473,3.25634,10.03492211
,55.16,-9.855535,3.23357,10.07046991
,55.4807,-10.576864,3.25112,10.10110939
,55.7243,-11.24415,3.31338,10.1372428
,55.86,-11.66594,3.37569,10.1678529
,55.9917,-12.10393,3.45029,10.20281141
,56.1076,-12.46041,3.51868,10.23521197
,56.2477,-12.79906,3.59897,10.26966326
,56.4163,-13.09544,3.68186,10.30108049
,56.6724,-13.41243,3.79062,10.33563728
,57.0223,-13.69573,3.91402,10.36780206
,57.7082,-13.97658,4.0637,10.40345052
,58.9845,-14.08976,4.12053,10.43489086
,60.9876,-13.91322,4.04053,10.47038622
,62.883,-13.56183,3.89757,10.50099803
,65.1896,-13.07459,3.71735,10.53639102
,67.1233,-12.68064,3.6148,10.56763719
,69.0611,-12.35718,3.56801,10.60296489
,70.3995,-12.18788,3.54437,10.63456715
,71.343,-12.10894,3.50795,10.66990113
,71.7212,-12.10062,3.46794,10.70049441
,71.8755,-12.10749,3.42346,10.73577964
,71.9341,-12.11675,3.38537,10.76747827
,71.9811,-12.13034,3.33791,10.80247725
,72.0309,-12.1491,3.27392,10.83406953
,72.1219,-12.18444,3.16442,10.86890487
,72.2504,-12.23615,3.0402,10.90458754
,72.3921,-12.29461,2.92705,10.93588674
,72.5674,-12.36566,2.80463,10.96681047
,72.8383,-12.46106,2.63696,11.00222971
,73.2337,-12.56137,2.42405,11.03754658
,73.8012,-12.63902,2.16454,11.06907869
,74.7808,-12.6619,1.81763,11.10013441
,76.4261,-12.53499,1.39277,11.13555478
,78.5037,-12.14343,1.05047,11.17035534
,80.6954,-11.55406,0.85769,11.20143841
,83.4887,-10.640781,0.7423,11.23687959
,86.0322,-9.763765,0.6775,11.26857167
,88.6059,-8.94728,0.5954,11.3029058
,90.6573,-8.3337,0.5004,11.33512047
,92.4475,-7.84459,0.428,11.36991873
,93.6572,-7.54948,0.3893,11.40116518
,94.5387,-7.36173,0.3653,11.43621261
,94.9517,-7.28769,0.3567,11.46780062
,95.1773,-7.25115,0.3488,11.50275797
,95.2908,-7.23385,0.339,11.53788783
,95.3793,-7.21832,0.3257,11.56958505
,95.4907,-7.19285,0.3043,11.60126143
,95.6657,-7.13581,0.2633,11.63659228
,95.8467,-7.05404,0.2101,11.66730388
,96.0298,-6.93195,0.1338,11.70241776
,96.1479,-6.79811,0.0505,11.73772466
,96.1999,-6.67216,-0.0308,11.76879949
,96.2071,-6.5206,-0.1346,11.80370894
,96.1777,-6.409,-0.2175,11.83540757
,96.1157,-6.31002,-0.2994,11.87019359
,96.0249,-6.22746,-0.3869,11.90237775
,95.9013,-6.1652,-0.4899,11.93436121
,95.7166,-6.12932,-0.6281,11.96851857
,95.4457,-6.13919,-0.8046,12.00354549
,95.1334,-6.2095,-0.968,12.03470157
,94.5674,-6.4234,-1.1711,12.0705231
,93.7438,-6.79142,-1.3318,12.10192037
,92.3774,-7.38968,-1.4683,12.13600132
,90.6469,-8.0515,-1.5896,12.16858661
,88.2995,-8.73345,-1.7002,12.20288852
,85.7402,-9.233245,-1.7145,12.23447568
,82.7219,-9.535204,-1.6087,12.27005199
,80.0167,-9.590879,-1.4025,12.30149461
,77.2608,-9.50888,-1.0946,12.33644913
,74.9975,-9.350309,-0.7454,12.36786607
,72.4538,-9.11869,-0.2279,12.40349428
,70.0143,-8.87852,0.3504,12.43477324
,66.9667,-8.58216,1.05774,12.46985947
,64.0034,-8.3316,1.64158,12.5010355
,60.2584,-8.1069,2.24474,12.53648381
,56.5889,-7.99929,2.65966,12.56775793
,52.1578,-8.01901,2.91211,12.60325157
,48.1827,-8.19458,2.9988,12.63469959
,43.5845,-8.49469,3.01944,12.66977155
,39.4837,-8.80108,2.95292,12.70096811
,35.1032,-9.16788,2.78076,12.73561386
,31.4402,-9.493806,2.65348,12.76702425
,27.5388,-9.834358,2.66502,12.8029099
,24.386,-10.0952961,2.81769,12.83346471
,20.5614,-10.430798,3.12932,12.86880781
,16.779,-10.771971,3.4727,12.90009902
,12.0837,-11.19745,3.83131,12.93546322
,7.77495,-11.5814,4.05858,12.96695914
,3.00554,-12.00422,4.16328,13.0021158
,-1.29705,-12.28478,4.12994,13.0362207
,-4.9274,-12.35447,4.06692,13.06853287
,-8.42093,-12.30345,4.05082,13.10419471
,-11.1249,-12.18972,4.05082,13.13539042
,-13.853,-12.04232,4.05106,13.16910787
,-16.3177,-11.88739,4.06834,13.20147848
,-18.7976,-11.73133,4.10368,13.23718025
,-20.5952,-11.62501,4.13792,13.26816498
,-22.0812,-11.5532,4.19791,13.30286517
,-22.8802,-11.52581,4.2554,13.33553514
,-23.0974,-11.51244,4.28535,13.37003547
,-23.1113,-11.5053,4.29531,13.40200123
,-23.0881,-11.47994,4.33012,13.43713192
,-22.9118,-11.40538,4.44701,13.46744609
,-22.3137,-11.26213,4.70575,13.50333061
,-21.5256,-11.14054,4.94706,13.53383523
,-20.3701,-11.031412,5.1873,13.57040571
,-19.1641,-11.010141,5.32694,13.60089578
,-17.3776,-11.079621,5.37112,13.63618157
,-15.3817,-11.1892,5.38943,13.6675452
,-12.705,-11.34838,5.45996,13.70344226
,-10.2471,-11.52402,5.56249,13.73464937
,-7.33963,-11.73951,5.66655,13.76975812
,-4.76419,-11.90434,5.7166,13.80024564
