User/vedio,Yaw,Pitch,Roll,Time(s)
,-0.0216716,-13.6752769,10.581723,0.300684702
Vedio-6,-0.0207846,-13.70368,10.628729,0.335647472
,-0.0181396,-13.731453,10.68091,0.370163782
,-0.01507,-13.75722,10.731661,0.401392002
,-0.0111549,-13.78733,10.791038,0.436643312
,-0.00663778,-13.81428,10.842929,0.468421762
,0.00109395,-13.842971,10.89384,0.503828162
,0.0103623,-13.864836,10.930611,0.534071912
,0.0243413,-13.886732,10.970027,0.570287162
,0.0380047,-13.90081,10.999818,0.601185782
,0.0547784,-13.912425,11.030171,0.636880132
,0.0694245,-13.919759,11.055565,0.667515622
,0.0852875,-13.925543,11.088514,0.702827082
,0.0967784,-13.927351,11.123992,0.734351222
,0.103552,-13.925126,11.169793,0.769651572
,0.103668,-13.916652,11.212151,0.800767452
,0.0984175,-13.901043,11.253641,0.836043852
,0.0893247,-13.881726,11.284522,0.867310562
,0.0753705,-13.849997,11.311889,0.902699002
,0.058648,-13.796272,11.331253,0.933967122
,0.0393862,-13.703915,11.344699,0.968484572
,0.0308636,-13.6178205,11.346563,1.000105372
,0.0328223,-13.5498394,11.336957,1.035621522
,0.0444141,-13.488098,11.315796,1.070648742
,0.06277,-13.421224,11.286416,1.101674242
,0.0884547,-13.344216,11.242828,1.133598102
,0.119633,-13.264382,11.176161,1.168049132
,0.154153,-13.181654,11.046504,1.200526402
,0.187592,-13.07322,10.691531,1.234239572
,0.171498,-12.994608,9.933905,1.270274062
,0.0842893,-13.010797,9.21456,1.302279172
,-0.0425457,-13.110842,8.60927,1.337785352
,-0.135429,-13.227979,8.274,1.368269152
,-0.200529,-13.347475,8.0633,1.403744842
,-0.221845,-13.413816,7.98144,1.435219962
,-0.225188,-13.453557,7.94678,1.466668842
,-0.220484,-13.473129,7.93813,1.502444732
,-0.209195,-13.484268,7.94028,1.533777592
,-0.170218,-13.4982458,7.96083,1.567749632
,-0.105072,-13.5079899,7.99876,1.600372572
,-0.0324243,-13.5117029,8.04078,1.635573692
,0.0183283,-13.5114581,8.07013,1.666915682
,0.0617349,-13.5094413,8.0957,1.701358992
,0.0969423,-13.5075246,8.11428,1.736821272
,0.118847,-13.5058457,8.11904,1.768087112
,0.141579,-13.5024929,8.12147,1.803439932
,0.160505,-13.4952306,8.12056,1.834845472
,0.182976,-13.48642,8.11401,1.869853302
,0.2119,-13.474411,8.10304,1.901263402
,0.257767,-13.455641,8.08561,1.936551772
,0.318251,-13.434219,8.06096,1.967845842
,0.434898,-13.398403,8.00726,2.003267922
,0.588158,-13.35644,7.92301,2.034365272
,0.787474,-13.311618,7.79805,2.069639112
,0.958331,-13.280294,7.68488,2.100632382
,1.14136,-13.25209,7.56253,2.136006832
,1.30967,-13.231144,7.44779,2.167576592
,1.52077,-13.206171,7.29813,2.203189992
,1.72499,-13.180736,7.14903,2.233573162
,1.9963,-13.137769,6.95874,2.269840582
,2.25058,-13.083652,6.79995,2.300332942
,2.6225,-12.996406,6.59258,2.335935212
,3.03716,-12.885424,6.38459,2.366953582
,3.61212,-12.707308,6.13,2.402459182
,4.20076,-12.52246,5.90644,2.433407142
,4.97428,-12.29011,5.68424,2.469190452
,5.88711,-12.04366,5.52528,2.504637912
,6.88317,-11.80972,5.43744,2.535043592
,8.45154,-11.49109,5.39311,2.570411222
,10.2887,-11.13399,5.43358,2.602083052
,12.7387,-10.63434,5.64452,2.636970842
,15.3554,-10.08709,5.99456,2.668026842
,18.5197,-9.38063,6.44443,2.700474152
,22.3042,-8.50784,6.87526,2.734950252
,26.8464,-7.51133,7.16959,2.770289372
,31.5441,-6.57275,7.25669,2.802025107
,36.1994,-5.77145,7.19609,2.835774767
,40.7042,-5.14329,6.97225,2.867968907
,45.5521,-4.65617,6.59618,2.903059417
,49.6967,-4.3923,6.18644,2.934141067
,53.9654,-4.2686,5.65353,2.969363027
,57.4706,-4.30499,5.115,3.000668207
,61.0381,-4.47489,4.50112,3.035871887
,64.0981,-4.71435,3.98033,3.067248347
,67.3418,-5.11528,3.47548,3.102577787
,70.3247,-5.65614,3.06366,3.137670567
,72.7475,-6.19891,2.80772,3.168807827
,74.8927,-6.70223,2.61241,3.200086787
,76.7467,-7.13614,2.42559,3.234893617
,77.9782,-7.45538,2.30558,3.270422307
,78.551,-7.64134,2.24755,3.301859787
,78.8271,-7.75064,2.21045,3.333354557
,78.9555,-7.81208,2.18615,3.367726607
,79.0089,-7.84496,2.17397,3.403088527
,79.0308,-7.86199,2.17003,3.434978167
,79.0424,-7.87279,2.16981,3.470414237
,79.0496,-7.88054,2.17095,3.501585127
,79.0552,-7.88789,2.17309,3.536955587
,79.0576,-7.89254,2.17458,3.568374527
,79.0581,-7.89714,2.1757,3.602870887
,79.0557,-7.90044,2.17645,3.634516487
,79.0401,-7.90582,2.17869,3.670022947
,78.8838,-7.93231,2.19862,3.701485807
,77.7107,-8.06957,2.3172,3.736869097
,75.1862,-8.28154,2.46961,3.768180837
,70.1663,-8.59021,2.51207,3.803500837
,63.757,-8.86072,2.2664,3.834957417
,54.6336,-9.09532,1.56276,3.870106367
,44.7052,-9.21726,0.53159,3.901593457
,32.3281,-9.10523,-0.8015,3.936682527
,20.4097,-8.42474,-1.6501,3.968164187
,6.20808,-6.95088,-2.1391,4.003400657
,-6.33378,-5.56166,-2.5541,4.034806777
,-20.2263,-4.18883,-3.1866,4.070009327
,-31.4824,-3.2598,-3.7988,4.100229407
,-43.297,-2.2712,-4.3602,4.135727607
,-51.666,-1.2089,-4.647,4.167218977
,-59.1119,0.0986,-4.7158,4.203356097
,-63.7802,1.1045,-4.5003,4.233741537
,-67.7318,2.0611,-3.9994,4.269176727
,-70.136,2.6827,-3.4682,4.300652687
,-71.7342,3.1543,-2.9303,4.335624597
,-72.4087,3.4015,-2.6002,4.366975397
,-72.6172,3.5051,-2.4487,4.402559427
,-72.6454,3.527,-2.4129,4.433543587
,-72.6501,3.5328,-2.4004,4.468618687
,-72.6514,3.534,-2.3942,4.500341557
,-72.6542,3.5336,-2.3932,4.534502907
,-72.6621,3.5326,-2.397,4.566910297
,-72.6945,3.5306,-2.4197,4.601952897
,-72.8061,3.5235,-2.504,4.636783377
,-72.9977,3.5064,-2.653,4.667384907
,-73.3086,3.4726,-2.9029,4.702863997
,-73.6287,3.4406,-3.1641,4.735220067
,-73.9599,3.4081,-3.4382,4.770207377
,-74.2304,3.3801,-3.6627,4.801512277
,-74.5004,3.3545,-3.8754,4.835896857
,-74.7695,3.3369,-4.0644,4.868457647
,-75.1364,3.3136,-4.2828,4.903046647
,-75.604,3.2676,-4.5198,4.934733877
,-76.2764,3.185,-4.806,4.970043067
,-76.9529,3.0977,-5.0331,5.001416107
,-77.7449,2.9896,-5.233,5.036665707
,-78.427,2.8895,-5.3498,5.068116027
,-79.1504,2.7856,-5.4092,5.103357347
,-79.7233,2.7085,-5.4038,5.134779727
,-80.2161,2.6409,-5.3425,5.170047007
,-80.549,2.5955,-5.2525,5.200631167
,-80.8637,2.5522,-5.1127,5.235828587
,-81.1055,2.5128,-4.9518,5.267387797
,-81.3641,2.455,-4.7067,5.303121207
,-81.5954,2.379,-4.4109,5.333987047
,-81.8849,2.2438,-3.9323,5.369201277
